gene_symbol,Cntfr
mouse_strain,129SV
gene_accession_id,MGI:99605
parameter_id,IMPC_HEM_006_001
mouse_life_stage,Early adult
analysis_id,7e9r0n347n36710
parameter_name,Mean corpuscular hemoglobin
pvalue,0.6643526
