gene_symbol,Inpp1
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
parameter_name,Neural tube morphology
parameter_id,IMPC_GEL_060_001
analysis_id,h42ot6el0w5732h
pvalue,0.1819101
mouse_strain,129SV
