gene_symbol,Frmpd1
pvalue,0.5298296
mouse_strain,C57BL
parameter_id,IMPC_CBC_058_001
parameter_name,Cholesterol ratio
analysis_id,7h2qr84z1f5s6g8
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
