parameter_id,IMPC_OFD_013_001
mouse_strain,C57BL
parameter_name,Periphery average speed
pvalue,0.1772467
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
analysis_id,9u781iv1jut223p
mouse_life_stage,Early adult
