parameter_id,IMPC_XRY_027_001
gene_symbol,Cpa3
pvalue,0.1025821
parameter_name,Joints
mouse_life_stage,Early adult
analysis_id,697299p7whgo0fo
mouse_strain,C57BL
gene_accession_id,MGI:88479
