parameter_id,IMPC_OFD_016_001
mouse_life_stage,E12.5
pvalue,0.9094796
gene_accession_id,MGI:95835
parameter_name,Center permanence time
analysis_id,1ukhjcdkc2b6x5n
gene_symbol,Hspa5
mouse_strain,C57BL
