mouse_life_stage,E9.5
pvalue,0.552357
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Startle response
gene_symbol,Wars2
analysis_id,429q1p85849j2i7
parameter_id,HMGULA_SHI_009_001
