parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
analysis_id,23newr56343x3t6
gene_accession_id,MGI:2685053
parameter_name,Coat - color - abdomen
pvalue,0.5973007
mouse_strain,C57BL
gene_symbol,Ntmt2
