gene_symbol,Dcaf12
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1916220
parameter_name,BMC/Body weight
analysis_id,u3luwd8gf09953n
pvalue,0.6274928
parameter_id,HRWLLA_DXA_007_001
