gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_name,Transitional 1 B cells - % of CD45+
pvalue,0.489062
mouse_life_stage,E18.5
parameter_id,MGP_IMM_110_001
analysis_id,997ar5enr05ul58
gene_accession_id,MGI:2685277
