parameter_name,Periphery resting time
mouse_life_stage,Early adult
gene_symbol,Fpgs
parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:95576
pvalue,0.2836459
mouse_strain,C57BL
analysis_id,6x84le5h2325mg9
