gene_symbol,Mms22l
pvalue,0.8778067
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_strain,C57BL
analysis_id,5e380363f8gb274
gene_accession_id,MGI:2684980
parameter_id,IMPC_CBC_004_001
mouse_life_stage,Early adult
