gene_symbol,Nipal3
pvalue,0.1562781
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:1921802
analysis_id,01p161yu5o837x4
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_021_001
mouse_strain,129SV
