gene_symbol,Mapkap1
pvalue,0.6198074
parameter_id,IMPC_CBC_003_001
mouse_life_stage,E12.5
analysis_id,u4v5s87684ash36
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_name,Chloride
