parameter_id,IMPC_CSD_011_001
pvalue,0.5218917
parameter_name,Coat - hair distribution - back
mouse_strain,C57BL
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
gene_symbol,Trdmt1
analysis_id,03p0wlbd29zd546
