pvalue,0.4814666
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_id,IMPC_HWT_008_001
analysis_id,vntbz6krolgd5vc
parameter_name,Heart weight
