gene_symbol,Inpp1
mouse_life_stage,Early adult
analysis_id,4d6vg4fw11ne821
pvalue,0.2469556
parameter_name,B cell percentage
mouse_strain,129SV
gene_accession_id,MGI:104848
parameter_id,MGP_PBI_014_001
