gene_symbol,Galnt13
analysis_id,2u9t61239z2u94f
gene_accession_id,MGI:2139447
parameter_id,IMPC_CBC_004_001
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Urea (Blood Urea Nitrogen - BUN)
pvalue,0.9785976
