parameter_id,IMPC_EYE_092_001
pvalue,0.8186627
analysis_id,j60909a0n6y9lx7
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:99501
parameter_name,Retina (combined)
gene_symbol,Fgb
