parameter_name,Startle response
mouse_life_stage,Early adult
parameter_id,HMGULA_SHI_009_001
analysis_id,pd045g85c324w9k
pvalue,0.6795121
gene_symbol,Pld1
gene_accession_id,MGI:109585
mouse_strain,C57BL
