mouse_life_stage,Late adult
analysis_id,08rqu510f042wf3
mouse_strain,C57BL
pvalue,0.6469124
parameter_id,IMPC_CSD_028_001
parameter_name,Snout size
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
