mouse_life_stage,Early adult
parameter_id,MGP_IMM_082_001
gene_symbol,Atrn
gene_accession_id,MGI:1341628
parameter_name,Resting CD8+ T cells - % of CD45+
analysis_id,4n3s25me44c0x83
pvalue,0.0972049
mouse_strain,C57BL
