gene_symbol,Ddx27
parameter_id,IMPC_ABR_006_001
mouse_strain,129SV
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
pvalue,0.6310329
parameter_name,12kHz-evoked ABR Threshold
analysis_id,w6204aznucrynty
