gene_symbol,Tiprl
mouse_strain,C57BL
analysis_id,8r50n5o07sp637z
pvalue,0.8711872
gene_accession_id,MGI:1915087
parameter_name,Fasted blood glucose concentration
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_010_001
