mouse_strain,129SV
gene_accession_id,MGI:2385884
parameter_name,Weight
parameter_id,CCP_LFO_001_001
gene_symbol,Ddx27
mouse_life_stage,Early adult
pvalue,0.4346447
analysis_id,4g72f2cgp74205x
