parameter_id,IMPC_IMM_004_002
gene_symbol,Nemp2
pvalue,0.5169779
mouse_strain,C57BL
analysis_id,412795mecfz1c46
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
gene_accession_id,MGI:2444113
