parameter_id,MGP_PBI_010_001
analysis_id,n001lr6g8144oo6
gene_symbol,Gpbp1l1
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_strain,C57BL
pvalue,0.7954398
gene_accession_id,MGI:1924360
