parameter_name,Periphery average speed
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_013_001
pvalue,0.763579
gene_symbol,Steap3
mouse_strain,C57BL
analysis_id,46llb1885p84uq0
gene_accession_id,MGI:1915678
