mouse_strain,C57BL
parameter_name,Naive CD8+ T cells - % of CD45+
gene_accession_id,MGI:1914256
pvalue,0.5767719
parameter_id,MGP_IMM_083_001
analysis_id,7t226qi366954g1
gene_symbol,Cisd2
mouse_life_stage,Early adult
