gene_symbol,Zcchc2
pvalue,0.6729517
analysis_id,5nta826278o490e
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2444114
parameter_name,Prepulse inhibition - PP4
parameter_id,ESLIM_011_001_704
