gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_011_001
parameter_name,Periphery resting time
pvalue,0.7009611
gene_accession_id,MGI:88461
mouse_strain,C57BL
analysis_id,69ith31n08d379t
