mouse_life_stage,Middle aged adult
parameter_id,JAX_LDT_003_001
analysis_id,5j5424kf5imsn97
gene_symbol,Snap23
parameter_name,Time mobile light side
pvalue,0.5022427
mouse_strain,C57BL
gene_accession_id,MGI:109356
