gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_name,Eosinophil number
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,MGP_PBI_040_001
analysis_id,43v5o7knamkl9ru
pvalue,0.996153
