parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
analysis_id,48qt7uyi0gu1r13
gene_symbol,Trpa1
mouse_life_stage,Early adult
parameter_name,Number of rears - total
pvalue,0.4357487
gene_accession_id,MGI:3522699
