parameter_name,Prepulse inhibition - PP2
analysis_id,5tl1xsdqmdlli76
gene_symbol,Tbl1xr1
pvalue,0.07395961
mouse_strain,C57BL
parameter_id,ESLIM_011_001_702
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
