gene_symbol,Cmpk1
gene_accession_id,MGI:1913838
parameter_name,PP4 + pulse startle magnitude
mouse_strain,C57BL
pvalue,0.8514846
analysis_id,ohhu19i1v56n7hs
parameter_id,ESLIM_011_001_010
mouse_life_stage,Early adult
