gene_symbol,Hspa5
pvalue,0.8005973
parameter_id,IMPC_IMM_004_002
mouse_strain,C57BL
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
analysis_id,fet49c0n5i0l10e
gene_accession_id,MGI:95835
