mouse_strain,C57BL
parameter_name,B1B Cells
pvalue,0.8098285
gene_symbol,Ncaph
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_064_001
gene_accession_id,MGI:2444777
analysis_id,737ttho4j18180t
