gene_symbol,CDIN1
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:3026886
parameter_id,MGP_BMI_019_001
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,9d149zb5713u648
pvalue,0.6447855
