parameter_id,JAXLA_CSD_041_002
pvalue,0.7055816
mouse_strain,C57BL
parameter_name,Hindpaw - size
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
gene_symbol,Ahctf1
analysis_id,86owzj2tkng3pp3
