parameter_id,JAX_SLW_013_001
gene_symbol,Orc2
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
analysis_id,i89gprogns0uqlz
pvalue,0.7332285
