parameter_id,MGP_IMM_022_001
pvalue,0.181774
mouse_life_stage,E12.5
parameter_name,KLRG1+ gd T cells - % of gd T cells
gene_accession_id,MGI:88174
analysis_id,gt6c2e772n24112
mouse_strain,C57BL
gene_symbol,Bmi1
