mouse_life_stage,Middle aged adult
pvalue,0.805597
analysis_id,7twy3497m4w5g7n
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_id,MGP_PBI_016_001
gene_accession_id,MGI:1345282
parameter_name,Monocyte percentage
