mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Traf6
parameter_id,IMPC_LDT_006_001
pvalue,0.5411517
gene_accession_id,MGI:108072
parameter_name,Latency to first transition into dark
analysis_id,vx31v1eo0391059
