gene_symbol,Slc28a2
analysis_id,80008mbeja0frce
parameter_id,IMPC_IMM_025_001
pvalue,0.3775863
parameter_name,DN CD25- NKT cells
mouse_strain,C57BL
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
