parameter_id,IMPC_XRY_022_001
mouse_strain,C57BL
gene_symbol,Gpbp1l1
pvalue,0.08797855
parameter_name,Radius
analysis_id,0rv9922ow5mb98a
mouse_life_stage,Early adult
gene_accession_id,MGI:1924360
