parameter_id,IMPC_ECG_004_001
mouse_life_stage,Early adult
gene_symbol,Npbwr1
mouse_strain,C57BL
parameter_name,RR
pvalue,0.7944878
analysis_id,co23l63pajg29y6
gene_accession_id,MGI:891989
