parameter_id,ESLIM_011_001_705
mouse_strain,C57BL
analysis_id,03u50k705x17087
gene_symbol,Amigo1
pvalue,0.4288184
gene_accession_id,MGI:2653612
mouse_life_stage,Early adult
parameter_name,Global prepulse inhibition
