gene_symbol,Ola1
parameter_id,HMGULA_CBC_018_001
analysis_id,nb2a6l4ye7iok97
pvalue,0.416208
mouse_strain,C57BL
parameter_name,Glucose
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
