gene_symbol,Nanp
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
parameter_name,Body Weight
pvalue,0.7717414
mouse_strain,C57BL
parameter_id,M-G-P_020_001_001
analysis_id,25e9f9b4m7wuv7b
