parameter_name,Body Weight
mouse_strain,C57BL
gene_symbol,Hspa5
parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
pvalue,0.9623066
analysis_id,x9c3o17i992ar56
