gene_symbol,Ahcy
gene_accession_id,MGI:87968
parameter_id,IMPC_HEM_031_001
analysis_id,5900t03xe05e03o
pvalue,0.1793332
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
