parameter_id,M-G-P_007_001_010
gene_accession_id,MGI:3588214
gene_symbol,Rufy4
analysis_id,a9wc2b26x46az7c
mouse_strain,C57BL
parameter_name,center - distance
mouse_life_stage,Early adult
pvalue,0.3818697
