gene_symbol,Col6a3
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
parameter_name,Startle response
pvalue,0.4185951
analysis_id,esowl2am5euo18s
parameter_id,ESLIM_008_001_013
