pvalue,0.3738698
mouse_strain,C57BL
gene_symbol,Ap5s1
parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
analysis_id,026yoa9381ywm72
gene_accession_id,MGI:1916846
