parameter_id,IMPC_ABR_012_001
gene_symbol,Trp53rkb
parameter_name,30kHz-evoked ABR Threshold
analysis_id,m795bv0xl3r44cr
mouse_strain,C57BL
gene_accession_id,MGI:1914050
mouse_life_stage,Early adult
pvalue,0.9521066
