gene_symbol,Wars2
pvalue,0.3350815
mouse_strain,C57BL
analysis_id,p718p513432ue63
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
parameter_name,RR
parameter_id,IMPC_ECG_004_001
