gene_accession_id,MGI:2446274
analysis_id,v3432pvus90ltnr
mouse_strain,C57BL
parameter_name,Head coat/hair presence
mouse_life_stage,Middle aged adult
pvalue,0.1588248
gene_symbol,Frmpd1
parameter_id,MGP_CSD_015_001
