gene_symbol,Pex19
mouse_life_stage,Early adult
pvalue,0.4884919
mouse_strain,C57BL
parameter_name,Retina (combined)
parameter_id,IMPC_EYE_092_002
analysis_id,f374o51y33z7385
gene_accession_id,MGI:1334458
