pvalue,0.7285497
parameter_id,JAXLA_OFD_017_001
gene_symbol,Dnajc5b
analysis_id,ih553pf7tl8trm4
mouse_strain,C57BL
gene_accession_id,MGI:1913576
parameter_name,Center average speed
mouse_life_stage,Early adult
