gene_symbol,Bach2
mouse_life_stage,Early adult
pvalue,0.9575709
parameter_name,Hemorrhage
gene_accession_id,MGI:894679
mouse_strain,C57BL
parameter_id,IMPC_GEO_009_002
analysis_id,pg5y19on529d71l
