parameter_name,Whole arena resting time
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.620509
gene_accession_id,MGI:97838
parameter_id,IMPC_OFD_007_001
analysis_id,5v9279t1l0i8efz
gene_symbol,Eprs1
