gene_symbol,Extl1
mouse_life_stage,Early adult
pvalue,0.5083119
parameter_id,IMPC_ECH_008_001
analysis_id,3gg9j48cpikn690
gene_accession_id,MGI:1888742
parameter_name,LVIDd
mouse_strain,C57BL
