gene_symbol,Snap23
parameter_name,Resting CD4+ T helper cells - % of CD45+
pvalue,0.2897973
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,MGP_MLN_067_001
analysis_id,c68vx2976897f81
gene_accession_id,MGI:109356
